1,DT#2026-05-29-14:30:01,9.1464
15,DT#2026-05-29-14:30:01,9.5757
7,DT#2026-05-29-14:30:01,9.4212
5,DT#2026-05-29-14:30:01,9.3598
5,DT#2026-05-29-14:30:01,9.3598
14,DT#2026-05-29-14:30:01,9.1757
